метод,raw_metric_near,raw_metric_mid,raw_metric_far,средний_разброс_на_собственных_роликах
charisma_master_baseline,0.014166131693403129,0.010706938860894877,0.008549513305090291,0.005616618388312837
llm_simple_normalized,0.8220841241469623,0.8935219879808638,1.064138787966615,0.2420546638196528
llm_cpu_structured,1.0745925183502734,1.203913500607881,1.4909058470374175,0.4163133286871441
